time,concentration_of_chlorophyll_in_water,chl
2010-07-10,,17.594844818115234
2010-07-11,,17.382404327392578
2010-07-12,5.3,17.155488967895508
2010-07-13,,4.698176383972168
2010-07-14,,7.128008365631104
2010-07-15,,6.434859752655028
2010-07-16,,5.801479816436768
2010-07-17,,7.461295127868652
2010-07-18,,9.967669486999512
2010-07-19,,4.620018005371094
2010-07-20,,4.601048946380615
2010-07-21,,5.160669803619385
2010-07-22,,14.815176963806152
2010-07-23,,10.571022987365724
2010-07-24,,18.71310806274414
2010-07-25,,17.69780921936035
2010-07-26,,9.203826904296877
2010-07-27,,5.615800380706787
2010-07-28,,4.6254849433898935
2010-07-29,,5.124399185180664
2010-07-30,,9.704879760742188
2010-07-31,,9.68805694580078
2010-08-01,,8.396082878112793
2010-08-02,,3.268509149551392
2010-08-03,,2.272895812988281
2010-08-04,,1.544880747795105
2010-08-05,,3.5835840702056885
2010-08-06,,12.530353546142578
2010-08-07,,12.876816749572756
2010-08-08,,8.977400779724121
2010-08-09,4.4,9.204485893249512
2010-08-10,,10.142096519470217
2010-08-11,,11.180485725402832
2010-08-12,,13.202805519104006
2010-08-13,,9.830841064453123
2010-08-14,,4.459976673126222
2010-08-15,,4.472986221313477
2010-08-16,,5.889849662780763
2010-08-17,,5.89056921005249
2010-08-18,,6.965092182159424
2010-08-19,,9.161903381347656
2010-08-20,,6.246198177337647
2010-08-21,,4.062797546386719
2010-08-22,,5.981963157653809
2010-08-23,,10.08138370513916
2010-08-24,,7.874697685241699
2010-08-25,,13.32451343536377
2010-08-26,,10.221588134765623
2010-08-27,,16.823236465454098
2010-08-28,,11.560357093811035
2010-08-29,,7.8376827239990225
2010-08-30,,7.574577331542969
2010-08-31,8.3,7.664168357849121
2010-09-01,,7.976819038391112
2010-09-02,,7.9434261322021475
2010-09-03,,9.947482109069824
2010-09-04,,5.918476104736327
2010-09-05,,13.515379905700685
2010-09-06,,18.760967254638672
2010-09-07,,18.760967254638672
2010-09-08,,7.71822452545166
2010-09-09,11.0,7.603343963623048
2010-09-10,,7.2465596199035645
2010-09-11,,11.106048583984377
2010-09-12,,10.143333435058594
2010-09-13,,11.330924987792967
2010-09-14,,11.153508186340332
2010-09-15,,2.8775808811187744
2010-09-16,,2.765390396118164
2010-09-17,,5.0416259765625
2010-09-18,,2.642860651016236
2010-09-19,,2.721229076385498
2010-09-20,,5.23595666885376
2010-09-21,,5.071547508239746
2010-09-22,,5.490096092224121
2010-09-23,,5.843360424041747
2010-09-24,,6.7750587463378915
2010-09-25,,6.378438949584961
2010-09-26,,5.617055416107178
2010-09-27,,5.653825283050537
2010-09-28,,4.877213478088379
2010-09-29,,5.995130062103272
2010-09-30,,5.885591506958008
2010-10-01,,6.262496471405028
2010-10-02,,6.14192533493042
2010-10-03,,3.715524435043335
2010-10-04,,3.729251146316528
2010-10-05,5.7,9.233308792114258
2010-10-06,,9.232684135437012
2010-10-07,,7.233571529388428
2010-10-08,,6.766205310821532
2010-10-09,,8.186544418334961
2010-10-10,,11.09421443939209
2010-10-11,,6.181485176086426
2010-10-12,,4.150367736816406
2010-10-13,,2.5489425659179688
2010-10-14,,4.441810131072998
2010-10-15,,9.682226181030273
2010-10-16,,10.06569766998291
2010-10-17,,11.872325897216795
2010-10-18,,11.871953964233398
2010-10-19,,5.323898315429688
2010-10-20,,4.70419979095459
2010-10-21,,5.685465335845947
2010-10-22,,4.417662620544434
2010-10-23,,3.9781491756439213
2010-10-24,,6.375739097595215
2010-10-25,,6.79551887512207
2010-10-26,,6.829696178436278
2010-10-27,,6.759251117706299
2010-10-28,,8.338640213012695
2010-10-29,,8.419621467590332
2010-10-30,,8.462201118469237
2010-10-31,,8.462839126586914
2010-11-01,,6.293919086456299
2010-11-02,,8.159496307373049
2010-11-03,,10.37093734741211
2010-11-04,,10.042237281799316
2010-11-05,,9.133207321166992
2010-11-06,,8.853846549987793
2010-11-07,,8.146665573120117
2010-11-08,,8.509349822998049
2010-11-09,,3.894053936004639
2010-11-10,,3.912815809249878
2010-11-11,,2.7307024002075195
2010-11-12,,6.184750556945801
2010-11-13,,4.240767478942871
2010-11-14,,3.8068675994873047
2010-11-15,,3.777724027633667
2010-11-16,,4.226813316345215
2010-11-17,,4.2264928817749015
2010-11-18,,4.9542646408081055
2010-11-19,,5.169898986816406
2010-11-20,,5.164652347564697
2010-11-21,,2.441702127456665
2010-11-22,2.5,3.1341419219970703
2010-11-23,,2.325495958328247
2010-11-24,,4.718304634094238
2010-11-25,,5.0614752769470215
2010-11-26,,6.0007572174072275
2010-11-27,,6.0328803062438965
2010-11-28,,6.101919651031494
2010-11-29,,4.589286804199219
2010-11-30,,5.475580215454102
2010-12-01,,3.085557699203491
2010-12-02,,2.074682712554932
2010-12-03,,2.066101551055908
2010-12-04,,2.063338041305542
2010-12-05,,1.5924118757247925
2010-12-06,,1.476469874382019
2010-12-07,,2.606595277786255
2010-12-08,,2.216902732849121
2010-12-09,3.5,2.343880414962769
2010-12-10,,1.488010048866272
2010-12-11,,1.6346670389175415
2010-12-12,,1.772952675819397
2010-12-13,,3.623147010803223
2010-12-14,,3.977590322494507
2010-12-15,,4.605474948883057
2010-12-16,,4.593216419219972
2010-12-17,,2.6288363933563232
2010-12-18,,2.664985656738281
2010-12-19,,1.4872279167175293
2010-12-20,,1.97340989112854
2010-12-21,,2.223363876342773
2010-12-22,,2.223360776901245
2010-12-23,,2.189220428466797
2010-12-24,,2.9617106914520264
2010-12-25,,2.9056549072265625
2010-12-26,,3.3984687328338623
2010-12-27,,3.412856101989746
2010-12-28,,3.411060333251953
2010-12-29,,2.862959146499634
2010-12-30,,2.239044427871704
2010-12-31,,2.261504888534546
2011-01-01,,3.3272275924682617
2011-01-02,,1.6482830047607422
2011-01-03,,2.0105257034301762
2011-01-04,,1.608797550201416
2011-01-05,,1.163532257080078
2011-01-06,,1.6074645519256592
2011-01-07,,1.792941331863403
2011-01-08,,2.7661447525024414
2011-01-09,,2.766143798828125
2011-01-10,,2.760438203811645
2011-01-11,,2.8313715457916264
2011-01-12,,2.8336164951324463
2011-01-13,,4.989448547363281
2011-01-14,,5.055062770843506
2011-01-15,,5.0900306701660165
2011-01-16,,5.099996089935303
2011-01-17,,5.099996089935303
2011-01-18,,3.8945155143737793
2011-01-19,,2.2872588634490967
2011-01-20,1.5,3.74419617652893
2011-01-21,,3.3300023078918457
2011-01-22,,3.124281167984009
2011-01-23,,2.8114497661590576
2011-01-24,,3.2735960483551025
2011-01-25,,3.903551816940308
2011-01-26,,2.5253517627716064
2011-01-27,,4.1370325088500985
2011-01-28,,9.21854305267334
2011-01-29,,6.12070369720459
2011-01-30,,6.422750473022461
2011-01-31,,6.396552562713622
2011-02-01,,6.2803730964660645
2011-02-02,,6.210174083709718
2011-02-03,,5.989055633544923
2011-02-04,,5.9301438331604
2011-02-05,,6.001798152923584
2011-02-06,,7.201887130737305
2011-02-07,,7.1338462829589835
2011-02-08,,7.091140270233153
2011-02-09,,5.891504764556885
2011-02-10,,5.7340521812438965
2011-02-11,,5.610062599182129
2011-02-12,,5.4361610412597665
2011-02-13,,2.5328919887542725
2011-02-14,,2.535212516784668
2011-02-15,,2.4580581188201904
2011-02-16,,2.458242654800415
2011-02-17,1.8,2.456547975540161
2011-02-18,,2.423425912857056
2011-02-19,,5.020754337310791
2011-02-20,,4.920759677886963
2011-02-21,,4.9154019355773935
2011-02-22,,4.560778617858887
2011-02-23,,4.562125205993652
2011-02-24,,4.563884735107422
2011-02-25,,4.724318027496338
2011-02-26,,4.507972717285156
2011-02-27,,4.0561790466308585
2011-02-28,,3.5152385234832764
2011-03-01,,3.3643481731414795
2011-03-02,,3.258121490478516
2011-03-03,4.3,3.488471269607544
2011-03-04,,3.1977744102478027
2011-03-05,,3.520427227020264
2011-03-06,,3.522704124450684
2011-03-07,,3.420186281204224
2011-03-08,,5.115910530090332
2011-03-09,,4.399084091186523
2011-03-10,,2.549530029296875
2011-03-11,,3.5189266204833984
2011-03-12,,3.512948036193848
2011-03-13,,3.4782748222351074
2011-03-14,,2.8804700374603267
2011-03-15,,3.0150547027587886
2011-03-16,,3.890724897384644
2011-03-17,,3.8315489292144775
2011-03-18,,5.689445495605469
2011-03-19,,5.5592918395996085
2011-03-20,,6.137434959411621
2011-03-21,10.2,6.193473815917969
2011-03-22,,5.263094425201416
2011-03-23,,5.768504619598389
2011-03-24,,5.751103401184082
2011-03-25,,5.811880111694336
2011-03-26,,10.202112197875977
2011-03-27,,8.969826698303223
2011-03-28,,7.861976623535156
2011-03-29,,8.345598220825195
2011-03-30,15.0,8.244019508361816
2011-03-31,,8.26839542388916
2011-04-01,,8.848210334777832
2011-04-02,,10.21564483642578
2011-04-03,,9.942777633666992
2011-04-04,,9.402077674865724
2011-04-05,,9.409810066223145
2011-04-06,,11.345964431762695
2011-04-07,,10.606664657592773
2011-04-08,,8.69244384765625
2011-04-09,,11.424212455749512
2011-04-10,,3.940330982208252
2011-04-11,,3.2630510330200195
2011-04-12,,8.159747123718263
2011-04-13,,8.76222038269043
2011-04-14,,13.699581146240234
2011-04-15,,10.782174110412598
2011-04-16,,12.616829872131348
2011-04-17,,11.575935363769533
2011-04-18,,6.824460983276367
2011-04-19,18.0,13.711115837097168
2011-04-20,,18.31336784362793
2011-04-21,,14.331647872924805
2011-04-22,,17.145057678222653
2011-04-23,,13.31431484222412
2011-04-24,,16.237960815429688
2011-04-25,,19.96682357788086
2011-04-26,,35.94660186767578
2011-04-27,,37.39337158203125
2011-04-28,,44.60305786132813
2011-04-29,,22.87212371826172
2011-04-30,,23.49971580505371
2011-05-01,,37.968746185302734
2011-05-02,35.0,30.084457397460934
2011-05-03,,36.23149871826172
2011-05-04,,22.86047744750977
2011-05-05,,23.292320251464844
2011-05-06,,19.152151107788086
2011-05-07,,25.240331649780273
2011-05-08,,32.44422149658203
2011-05-09,,19.05999183654785
2011-05-10,,19.240144729614254
2011-05-11,,25.718923568725586
2011-05-12,,24.30946922302246
2011-05-13,,22.337608337402344
2011-05-14,,27.51887512207031
2011-05-15,,27.81767463684082
2011-05-16,,25.76435852050781
2011-05-17,13.0,10.174516677856444
2011-05-18,,9.186478614807127
2011-05-19,,9.76079559326172
2011-05-20,,10.89446258544922
2011-05-21,,6.721754550933838
2011-05-22,,6.695753574371338
2011-05-23,,9.698017120361328
2011-05-24,,12.189061164855955
2011-05-25,,9.434918403625488
2011-05-26,,6.804434776306152
2011-05-27,,5.8576765060424805
2011-05-28,,4.180520534515382
2011-05-29,,5.838435649871826
2011-05-30,,6.045213222503662
2011-05-31,3.9,8.664368629455566
2011-06-01,,7.728097438812256
2011-06-02,,10.77057933807373
2011-06-03,,8.936859130859375
2011-06-04,,9.921929359436037
2011-06-05,,9.921246528625488
2011-06-06,,7.792623996734619
2011-06-07,,8.505304336547853
2011-06-08,,8.505501747131348
2011-06-09,,16.015478134155273
2011-06-10,,36.42822265625
2011-06-11,,5.908244609832764
2011-06-12,,6.7494874000549325
2011-06-13,,6.912485599517822
2011-06-14,,6.935193061828612
2011-06-15,3.1,6.931027412414551
2011-06-16,,6.940824508666992
2011-06-17,,7.58792781829834
2011-06-18,,12.320426940917967
2011-06-19,,12.419097900390625
2011-06-20,,13.36471462249756
2011-06-21,,13.39857292175293
2011-06-22,,12.949597358703613
2011-06-23,,16.658090591430664
2011-06-24,,21.420076370239254
2011-06-25,,23.54658317565918
2011-06-26,,19.955638885498047
2011-06-27,,27.329723358154297
2011-06-28,5.2,51.20832443237305
2011-06-29,,9.977636337280273
2011-06-30,,3.19541072845459
2011-07-01,,8.74017333984375
2011-07-02,,7.330330848693848
2011-07-03,,11.764716148376465
2011-07-04,,8.681341171264647
2011-07-05,,15.50119686126709
2011-07-06,,7.739020824432372
2011-07-07,,5.713744163513184
2011-07-08,,4.932305812835693
2011-07-09,,21.066665649414066
2011-07-10,,28.83234786987305
2011-07-11,,18.498422622680664
2011-07-12,,24.01924133300781
2011-07-13,3.7,24.583927154541016
2011-07-14,,9.648308753967283
2011-07-15,,9.67263889312744
2011-07-16,,9.667365074157717
2011-07-17,,8.493409156799316
2011-07-18,,4.167754173278809
2011-07-19,,3.7705137729644775
2011-07-20,,3.3714773654937744
2011-07-21,,3.216609001159668
2011-07-22,,3.1507792472839355
2011-07-23,,3.0035998821258545
2011-07-24,,7.342197895050049
2011-07-25,,6.9458909034729
2011-07-26,,6.958284378051758
2011-07-27,,6.970921039581299
2011-07-28,,3.210308074951172
2011-07-29,,3.3134560585021973
2011-07-30,,3.0868234634399414
2011-07-31,,8.268278121948242
2011-08-01,,8.496962547302246
2011-08-02,,5.910943031311035
2011-08-03,,4.855616092681885
2011-08-04,,6.956602096557617
2011-08-05,,5.148097038269043
2011-08-06,,5.148202419281006
2011-08-07,,6.21973180770874
2011-08-08,,4.394274711608887
2011-08-09,,4.178920269012451
2011-08-10,,4.971296310424805
2011-08-11,6.0,5.527668952941895
2011-08-12,,5.854812145233153
2011-08-13,,5.819599628448486
2011-08-14,,4.793384552001953
2011-08-15,,6.894622325897218
2011-08-16,,8.094738006591799
2011-08-17,,8.567946434020996
2011-08-18,,8.790821075439451
2011-08-19,,8.103291511535645
2011-08-20,,9.009623527526855
2011-08-21,,7.597297191619872
2011-08-22,,4.725472927093506
2011-08-23,,4.716011047363281
2011-08-24,,6.635630130767822
2011-08-25,,4.475554466247559
2011-08-26,10.0,4.935534954071045
2011-08-27,,5.43370246887207
2011-08-28,,8.259803771972656
2011-08-29,,8.095417022705076
2011-08-30,,8.817940711975098
2011-08-31,,6.7756710052490225
2011-09-01,,6.304611682891847
2011-09-02,,6.367007255554199
2011-09-03,,25.008996963500977
2011-09-04,,25.78789329528809
2011-09-05,,6.047602653503418
2011-09-06,,6.047128200531006
2011-09-07,6.0,6.591113567352295
2011-09-08,,5.347463607788086
2011-09-09,,5.1611857414245605
2011-09-10,,4.9959492683410645
2011-09-11,,4.640064239501953
2011-09-12,,6.043917655944824
2011-09-13,,4.9284443855285645
2011-09-14,,3.171504259109497
2011-09-15,,4.3262457847595215
2011-09-16,,4.515665531158447
2011-09-17,,4.509862422943115
2011-09-18,,4.72484827041626
2011-09-19,,3.4031038284301762
2011-09-20,,3.402897834777832
2011-09-21,,3.500638246536255
2011-09-22,,3.8652620315551762
2011-09-23,,3.461113691329956
2011-09-24,,4.301414966583252
2011-09-25,,4.71669340133667
2011-09-26,,6.358269214630128
2011-09-27,,5.909652233123778
2011-09-28,,5.11675500869751
2011-09-29,,5.215987205505371
2011-09-30,,5.327634334564209
2011-10-01,,5.6867499351501465
2011-10-02,,6.6055121421813965
2011-10-03,,5.3033881187438965
2011-10-04,,5.226013660430908
2011-10-05,,3.8255670070648193
2011-10-06,,3.8292832374572754
2011-10-07,,3.054344654083252
2011-10-08,,5.255320072174072
2011-10-09,,5.171739101409912
2011-10-10,3.5,5.193552494049072
2011-10-11,,4.760286808013916
2011-10-12,,4.679577350616455
2011-10-13,,4.7817654609680185
2011-10-14,,5.604316711425781
2011-10-15,,5.987498283386231
2011-10-16,,5.685494422912598
2011-10-17,,5.9026145935058585
2011-10-18,,5.164461135864258
2011-10-19,,4.75280237197876
2011-10-20,,4.509983539581299
2011-10-21,,3.5949704647064213
2011-10-22,,3.957694530487061
2011-10-23,,5.496661186218262
2011-10-24,,6.557190895080566
2011-10-25,,6.55370569229126
2011-10-26,,4.1261916160583505
2011-10-27,,2.6814558506011963
2011-10-28,,2.814558506011963
2011-10-29,,2.4869670867919917
2011-10-30,,3.388408660888672
2011-10-31,,4.243578910827637
2011-11-01,,4.271782398223877
2011-11-02,,3.7000598907470703
2011-11-03,,4.051623821258545
2011-11-04,,4.968332767486572
2011-11-05,,5.158474922180176
2011-11-06,,4.93822193145752
2011-11-07,,4.3755884170532235
2011-11-08,,4.016412258148193
2011-11-09,,2.1502835750579834
2011-11-10,,2.184885263442993
2011-11-11,,2.0694940090179443
2011-11-12,,2.017423391342163
2011-11-13,,2.0266768932342534
2011-11-14,3.1,2.1118707656860347
2011-11-15,,2.107266902923584
2011-11-16,,5.115077495574951
2011-11-17,,4.559223175048828
2011-11-18,,3.5998969078063965
2011-11-19,,1.7563356161117554
2011-11-20,,1.66414213180542
2011-11-21,,1.6665767431259155
2011-11-22,,3.1005818843841557
2011-11-23,,3.7967529296875
2011-11-24,,3.643772602081299
2011-11-25,,3.647560358047485
2011-11-26,,3.64643931388855
2011-11-27,,1.4530562162399292
2011-11-28,,1.7123479843139648
2011-11-29,,1.9309633970260618
2011-11-30,,3.037103176116944
2011-12-01,,3.0371034145355225
2011-12-02,,3.2647743225097656
2011-12-03,,3.978104829788208
2011-12-04,,4.057305812835693
2011-12-05,,2.4323418140411377
2011-12-06,,0.7646588683128357
2011-12-07,,0.7335670590400696
2011-12-08,,0.6963590383529663
2011-12-09,,2.331317186355591
2011-12-10,,3.816086769104004
2011-12-11,,3.816076040267944
2011-12-12,2.2,1.9009478092193604
2011-12-13,,1.920966386795044
2011-12-14,,2.1159076690673833
2011-12-15,,2.119881153106689
2011-12-16,,2.5064663887023926
2011-12-17,,3.483396053314209
2011-12-18,,3.480224609375
2011-12-19,,3.3330593109130864
2011-12-20,,2.63539981842041
2011-12-21,,2.6045384407043457
2011-12-22,,3.500443935394287
2011-12-23,,4.458803176879883
2011-12-24,,4.537393093109131
2011-12-25,,4.537529468536377
2011-12-26,,4.311295986175537
2011-12-27,,4.3261237144470215
2011-12-28,,2.043494701385498
2011-12-29,,2.7058722972869877
2011-12-30,,2.7889244556427
2011-12-31,,2.790613174438477
2012-01-01,,1.9937825202941892
2012-01-02,,1.7208915948867798
2012-01-03,,1.6916106939315796
2012-01-04,,1.6903134584426882
2012-01-05,,2.1012353897094727
2012-01-06,,2.1805770397186284
2012-01-07,,2.9203994274139404
2012-01-08,,3.355812788009644
2012-01-09,,5.192495822906494
2012-01-10,,5.368481159210205
2012-01-11,,5.13402271270752
2012-01-12,,2.686001300811768
2012-01-13,,3.966243982315064
2012-01-14,,4.852106094360352
2012-01-15,,4.807305812835693
2012-01-16,,1.2783139944076538
2012-01-17,,4.687441349029541
2012-01-18,,4.687441349029541
2012-01-19,,2.559422254562378
2012-01-20,,2.725351333618164
2012-01-21,,2.928799152374268
2012-01-22,,1.6882200241088867
2012-01-23,,1.7674018144607544
2012-01-24,,1.8228292465209959
2012-01-25,,1.7652060985565186
2012-01-26,,1.6514633893966677
2012-01-27,,1.658927321434021
2012-01-28,,1.4855071306228638
2012-01-29,,1.8248044252395632
2012-01-30,,4.286566257476807
2012-01-31,,3.3045940399169917
2012-02-01,,7.051350116729736
2012-02-02,,8.475419044494629
2012-02-03,,8.108967781066895
2012-02-04,,1.6477562189102173
2012-02-05,,1.6531587839126587
